FurLength,Breed1,Breed2,Color2,Type,Sterilized,Vaccinated,Gender,State,Color3,Color1,Age,Health,MaturitySize,Fee,VideoAmt,Dewormed,PhotoAmt
1,307,0,7,1,2,3,1,41326,0,1,2,1,2,0,0,3,2.0
3,218,218,3,1,1,1,2,41326,5,2,36,1,2,0,0,1,3.0
3,205,0,0,1,2,3,1,41401,0,5,60,1,1,0,0,3,2.0
1,307,0,2,1,2,1,1,41326,0,1,3,1,2,0,0,1,7.0
1,266,0,2,2,2,2,3,41326,7,1,4,1,1,0,0,2,3.0
1,218,307,0,1,1,1,2,41326,0,3,5,1,2,0,0,1,2.0
1,247,243,4,2,2,2,1,41326,5,3,3,1,2,0,0,2,3.0
3,285,264,2,2,2,1,1,41326,0,1,7,1,3,0,0,1,5.0
1,266,0,5,2,2,2,2,41401,7,1,5,1,2,0,0,1,5.0
1,307,0,2,1,2,2,2,41326,5,1,2,1,2,0,0,2,2.0
1,307,0,7,1,2,2,2,41327,0,2,2,1,2,5,0,1,1.0
1,306,299,6,2,2,2,3,41401,7,4,1,1,2,0,0,2,3.0
1,283,0,6,2,2,2,3,41332,7,1,2,1,1,0,0,2,4.0
1,307,0,7,1,2,2,1,41330,0,2,3,1,2,0,0,1,4.0
1,266,0,3,2,2,2,3,41326,7,1,2,1,3,0,0,2,5.0
2,307,0,0,1,3,3,2,41326,0,2,2,1,2,0,0,3,4.0
1,307,0,4,1,1,1,2,41330,7,2,12,1,2,0,0,1,2.0
1,179,0,6,1,1,1,1,41326,7,1,36,1,1,300,1,1,8.0
3,264,264,0,2,1,1,1,41326,0,7,24,1,3,0,0,1,4.0
2,307,0,5,1,2,2,1,41326,7,1,10,1,2,0,0,2,2.0
2,292,285,7,2,3,2,1,41326,0,5,10,1,3,0,0,2,3.0
1,307,0,2,1,3,1,2,41401,7,1,2,1,2,0,0,1,5.0
1,307,0,3,1,2,1,1,41326,7,2,2,1,2,0,0,1,4.0
2,265,0,2,2,3,3,3,41401,7,1,3,1,2,0,0,3,4.0
1,307,0,2,1,2,1,2,41326,0,1,1,1,2,0,0,1,5.0
1,266,0,4,2,1,2,2,41326,6,2,2,1,2,0,0,1,11.0
1,266,0,7,2,1,1,2,41326,0,6,12,1,1,100,0,1,2.0
2,307,0,5,1,2,2,2,41326,7,1,3,1,2,0,0,2,4.0
1,307,0,0,1,1,1,2,41326,0,2,21,1,2,0,0,1,4.0
2,307,0,2,1,1,1,2,41401,0,1,6,1,2,0,0,1,1.0
2,307,0,2,1,1,1,3,41326,7,1,12,1,2,0,0,1,4.0
2,307,0,4,1,2,2,1,41326,0,2,1,1,2,1,0,2,2.0
2,109,307,4,1,1,1,1,41326,7,2,60,1,2,0,0,1,5.0
1,266,0,0,2,2,2,1,41401,0,5,3,1,2,0,1,1,12.0
2,152,213,0,1,2,2,2,41401,0,1,6,1,1,0,0,1,3.0
1,266,0,4,2,2,2,2,41326,0,1,6,1,2,0,0,2,2.0
2,307,0,0,1,1,1,2,41326,0,7,12,1,2,0,0,1,4.0
2,307,0,2,1,2,2,1,41326,7,1,7,1,2,0,0,2,0.0
1,307,0,7,1,1,1,1,41327,0,5,48,1,2,0,0,1,2.0
2,266,0,7,2,2,2,1,41326,0,4,2,1,2,0,0,2,3.0
2,307,0,7,1,2,1,1,41336,0,2,3,1,2,0,0,1,3.0
2,178,0,3,1,2,1,1,41326,0,2,48,1,1,0,0,1,3.0
1,307,0,2,1,2,1,1,41326,0,1,5,1,2,50,0,1,8.0
2,60,0,7,1,2,1,2,41326,0,2,60,1,1,100,0,1,2.0
2,307,307,3,1,2,2,3,41330,6,2,1,1,2,0,0,2,11.0
1,266,265,7,2,2,1,1,41326,0,4,5,1,2,120,0,1,5.0
2,307,0,2,1,3,2,3,41326,7,1,1,1,2,0,0,2,2.0
1,307,0,0,1,2,3,1,41401,0,5,3,1,2,0,0,1,9.0
1,307,119,7,1,1,1,2,41326,0,1,12,1,2,0,0,1,1.0
2,265,0,5,2,2,1,3,41401,7,3,12,1,1,0,0,1,5.0
2,307,0,0,1,2,1,2,41326,0,2,2,1,2,0,0,1,3.0
2,307,0,5,1,1,2,2,41336,7,2,36,1,3,0,0,2,1.0
1,266,0,2,2,2,2,3,41401,3,1,1,1,1,0,0,2,3.0
2,231,307,0,1,3,3,2,41326,0,7,96,1,1,0,0,3,1.0
2,266,0,6,2,1,2,1,41326,7,1,30,1,2,0,0,1,2.0
1,307,0,0,1,2,2,3,41326,0,1,1,1,2,0,1,2,3.0
2,265,0,3,2,2,2,3,41326,6,2,1,1,1,0,0,2,8.0
2,266,0,2,2,2,1,1,41401,6,1,5,1,1,0,0,1,4.0
1,266,0,3,2,2,1,2,41327,7,1,3,1,1,0,0,1,3.0
2,109,0,0,1,2,1,1,41401,0,3,77,1,2,0,0,1,4.0
1,266,0,6,2,2,2,3,41326,0,1,1,1,1,0,0,2,10.0
2,307,307,2,1,2,1,1,41326,0,1,2,1,2,0,0,1,1.0
2,265,0,7,2,2,1,1,41326,0,1,3,1,2,50,0,1,2.0
2,307,109,3,1,1,1,1,41401,0,2,12,1,2,0,0,1,4.0
2,266,0,0,2,2,1,2,41326,0,5,3,1,2,0,0,1,1.0
2,307,218,7,1,1,1,2,41326,0,2,2,1,2,0,0,1,11.0
1,265,265,6,2,1,1,2,41326,7,1,12,1,2,0,0,1,9.0
1,307,0,2,1,2,2,2,41401,7,1,1,1,2,10,0,2,5.0
1,307,152,2,1,2,2,3,41326,5,1,1,1,2,0,0,2,6.0
1,307,0,0,1,2,2,2,41336,0,2,2,1,2,0,0,2,1.0
2,285,265,7,2,2,1,1,41326,0,1,4,1,2,0,0,1,3.0
2,307,0,0,1,2,3,2,41401,0,2,3,1,2,100,0,1,7.0
1,247,0,2,2,2,2,3,41326,0,1,1,1,1,0,0,2,4.0
1,266,266,2,2,2,2,2,41401,7,1,0,1,1,0,0,2,0.0
2,305,0,0,2,2,2,1,41326,0,1,12,1,2,0,0,2,2.0
2,266,285,0,2,1,1,1,41326,0,7,16,1,3,0,0,1,0.0
1,307,0,7,1,2,2,2,41401,0,1,3,1,2,0,0,1,5.0
2,264,266,0,2,2,2,2,41326,0,5,2,1,2,80,0,2,5.0
1,307,0,7,1,2,1,1,41326,0,2,4,1,2,0,0,1,1.0
1,266,0,6,2,2,2,1,41336,0,1,3,1,2,0,0,1,10.0
2,299,0,0,2,3,3,1,41345,0,4,24,2,2,1,0,3,2.0
1,307,0,2,1,2,1,2,41326,5,1,2,1,2,0,0,1,5.0
1,307,0,2,1,1,1,3,41330,7,1,3,1,2,0,0,1,3.0
2,307,307,2,1,2,1,2,41326,7,1,3,1,2,0,0,1,1.0
1,266,0,3,2,2,1,2,41327,7,1,2,1,1,0,0,1,5.0
1,266,0,2,2,1,1,2,41330,4,1,4,1,2,0,0,1,4.0
2,307,0,2,1,2,2,1,41326,7,1,2,1,2,0,0,2,2.0
1,20,0,4,1,1,1,2,41326,7,1,123,1,2,0,0,1,3.0
1,307,0,7,1,2,1,1,41326,0,1,2,1,2,0,0,1,1.0
1,307,307,2,1,3,3,2,41326,0,1,2,1,2,0,0,3,2.0
1,307,0,7,1,2,1,2,41326,0,2,1,1,2,0,0,1,8.0
1,266,0,5,2,2,2,2,41336,7,2,1,1,1,0,0,2,4.0
3,285,266,0,2,2,1,1,41401,0,3,18,1,2,0,0,1,2.0
2,307,0,2,1,2,2,2,41326,3,1,1,1,1,0,0,2,4.0
3,264,0,6,2,1,1,2,41401,7,1,2,1,3,80,0,1,3.0
1,266,0,5,2,1,1,1,41401,7,2,60,1,1,0,0,1,3.0
2,249,0,0,2,2,1,1,41326,0,1,3,1,2,0,0,1,3.0
1,307,0,7,1,2,2,2,41327,0,2,2,1,2,5,0,1,1.0
1,307,0,7,1,2,1,2,41401,0,5,2,1,2,0,0,1,5.0
1,254,254,6,2,2,2,3,41326,7,1,2,1,2,0,1,1,2.0
1,307,0,2,1,1,1,2,41327,7,1,72,1,2,0,0,1,1.0
1,189,0,7,1,1,1,2,41326,0,1,8,1,2,500,0,1,1.0
1,307,307,2,1,2,1,1,41326,0,1,2,1,2,0,0,1,3.0
1,247,0,5,2,1,1,2,41401,7,2,36,1,1,250,0,1,1.0
2,293,0,5,2,1,1,1,41326,0,4,24,1,3,0,0,1,5.0
2,266,265,4,2,1,3,2,41401,0,2,2,1,1,0,0,3,4.0
3,179,0,0,1,2,1,2,41326,0,5,120,1,1,180,0,1,3.0
1,307,0,5,1,2,2,3,41401,7,2,3,1,1,0,0,2,4.0
1,307,0,0,1,1,1,1,41326,0,2,24,1,2,0,0,1,5.0
2,307,307,7,1,2,1,1,41326,0,1,3,1,2,0,0,1,1.0
1,300,0,7,2,3,3,2,41326,0,1,3,1,1,0,0,3,7.0
2,109,0,5,1,3,3,1,41326,0,4,72,1,2,0,0,3,3.0
1,266,0,2,2,2,2,1,41336,7,1,2,1,2,0,0,2,8.0
2,266,0,7,2,2,2,1,41401,0,1,2,1,2,0,1,1,5.0
1,20,307,0,1,2,3,2,41326,0,2,2,1,2,0,0,3,3.0
1,266,0,5,2,2,2,2,41326,0,3,1,1,2,0,0,2,7.0
1,307,0,0,1,2,2,2,41326,0,2,2,1,2,0,0,2,1.0
1,103,307,2,1,2,1,2,41330,4,1,24,1,2,0,0,1,2.0
2,307,0,7,1,2,2,1,41326,0,2,2,1,2,0,1,2,3.0
2,307,0,2,1,2,1,1,41326,3,1,2,1,2,0,0,1,5.0
1,266,0,7,2,2,1,1,41401,0,1,3,1,1,0,0,1,9.0
1,292,0,0,2,2,3,2,41326,0,6,2,1,1,0,0,3,4.0
2,288,265,7,2,2,2,2,41401,0,3,8,1,2,250,0,1,2.0
2,307,109,2,1,2,1,2,41326,7,1,3,1,2,0,0,1,6.0
2,307,0,2,1,2,1,2,41401,7,1,2,1,2,0,0,1,10.0
1,49,0,2,1,1,1,2,41401,7,1,11,1,2,0,0,1,5.0
1,307,0,6,1,2,1,2,41401,7,2,3,1,2,0,1,1,3.0
1,20,0,7,1,1,1,1,41326,0,2,72,1,2,0,0,1,2.0
1,266,266,6,2,2,2,3,41401,0,4,2,1,2,0,0,2,4.0
2,266,0,4,2,2,2,2,41332,7,3,3,1,1,0,0,2,4.0
2,307,0,2,1,2,1,2,41326,0,1,3,1,2,0,0,1,2.0
1,266,0,0,2,1,1,2,41326,0,7,60,1,2,0,0,1,1.0
1,266,0,2,2,1,3,3,41336,0,1,7,1,2,0,0,1,2.0
1,266,0,2,2,2,2,2,41326,6,1,5,1,1,0,0,2,4.0
2,307,128,7,1,1,2,2,41326,0,2,3,1,2,0,0,1,5.0
2,178,307,7,1,3,3,1,41401,0,4,24,1,1,0,0,3,9.0
3,264,0,7,2,2,2,1,41326,0,2,3,1,3,50,0,1,4.0
1,307,0,3,1,2,1,3,41326,0,2,3,1,2,0,0,1,3.0
1,141,218,7,1,1,1,2,41401,0,5,5,1,2,0,0,1,5.0
2,273,0,0,2,2,2,1,41326,0,3,6,1,2,0,0,2,2.0
2,307,0,2,1,1,1,1,41336,0,1,24,1,2,0,0,1,4.0
1,307,0,5,1,2,2,2,41326,0,2,2,1,2,0,0,2,2.0
2,307,141,0,1,1,2,2,41325,0,5,11,1,2,0,0,1,2.0
1,307,0,0,1,1,1,2,41326,0,7,24,1,2,0,0,1,15.0
1,266,0,6,2,1,1,2,41326,7,1,30,1,2,0,0,1,2.0
2,307,307,0,1,1,3,1,41326,0,6,36,1,1,0,0,3,6.0
1,82,0,5,1,3,3,1,41401,7,2,24,1,2,2000,0,3,3.0
1,307,0,0,1,1,1,2,41401,0,2,8,1,2,0,0,1,4.0
1,307,0,2,1,2,1,2,41326,5,1,3,1,2,0,0,1,7.0
2,141,307,0,1,3,3,2,41326,0,7,3,1,2,0,0,3,1.0
1,307,0,0,1,2,3,2,41326,0,2,1,1,2,0,0,3,4.0
2,265,0,2,2,2,2,2,41326,0,1,2,1,2,0,0,2,8.0
1,266,0,7,2,2,2,1,41401,0,3,4,1,1,0,0,1,4.0
2,292,266,0,2,2,2,2,41326,0,3,6,1,2,0,0,2,1.0
1,307,0,0,1,2,1,2,41326,0,7,1,1,2,0,0,1,2.0
1,179,0,0,1,1,2,1,41330,0,2,9,1,1,200,0,1,1.0
1,241,0,0,2,2,2,3,41326,0,7,28,1,2,0,1,2,4.0
1,307,0,2,1,2,2,3,41401,7,1,1,1,3,0,0,2,3.0
2,265,0,0,2,2,2,2,41401,0,7,3,1,1,50,0,1,4.0
2,265,0,6,2,2,3,3,41326,7,1,2,1,2,0,0,3,2.0
1,141,0,0,1,3,3,2,41326,0,1,2,1,3,0,0,3,5.0
1,266,0,5,2,2,2,1,41326,0,3,3,1,2,0,0,1,5.0
3,307,0,0,1,3,3,2,41336,0,5,24,1,2,0,0,3,1.0
2,307,307,7,1,3,3,2,41327,0,2,24,1,2,0,0,3,4.0
2,292,0,6,2,2,2,1,41326,0,2,2,1,2,150,0,1,7.0
1,307,0,7,1,2,1,1,41326,0,1,3,1,2,0,0,1,1.0
1,266,0,0,2,2,2,2,41326,0,1,3,1,2,0,0,1,2.0
1,307,0,0,1,1,1,1,41326,0,7,3,1,2,0,3,1,5.0
1,266,0,7,2,2,2,1,41326,0,1,6,1,1,0,0,2,3.0
2,265,299,2,2,2,1,2,41401,7,1,3,1,1,0,0,1,10.0
1,306,266,7,2,2,3,1,41401,0,1,4,1,1,0,0,1,5.0
1,78,0,2,1,2,2,1,41326,0,1,10,1,2,0,0,2,1.0
2,265,264,7,2,2,2,3,41326,0,1,3,1,2,50,0,1,3.0
1,266,0,2,2,2,2,2,41326,7,1,1,2,1,0,1,1,2.0
2,307,0,2,1,2,1,1,41326,0,1,3,1,2,0,0,1,3.0
1,307,0,7,1,2,2,2,41326,0,2,1,1,2,0,0,2,1.0
2,266,0,5,2,2,1,2,41326,7,3,2,1,2,0,0,1,7.0
1,152,0,2,1,2,1,2,41326,3,1,36,1,1,0,0,1,1.0
1,266,0,2,2,2,2,2,41401,5,1,2,1,1,0,0,1,3.0
1,266,0,0,2,2,2,2,41401,0,6,3,1,1,0,0,1,0.0
2,307,0,5,1,2,2,1,41401,0,3,9,1,2,0,1,2,1.0
2,285,265,2,2,2,3,2,41401,6,1,24,1,2,0,0,3,2.0
1,266,0,2,2,2,2,1,41326,0,1,2,1,1,50,0,1,5.0
1,283,0,3,2,2,2,2,41401,6,2,2,1,2,0,0,2,4.0
1,299,0,6,2,2,1,1,41401,0,1,5,1,2,0,0,1,5.0
1,189,307,0,1,1,1,2,41326,0,1,75,1,2,0,0,1,2.0
1,266,265,3,2,2,2,2,41326,7,2,3,1,2,0,0,2,4.0
1,307,173,0,1,2,2,1,41326,0,7,24,1,2,0,0,2,4.0
1,307,0,0,1,2,1,2,41326,0,7,4,1,2,0,0,1,1.0
2,266,0,6,2,2,2,1,41401,0,1,4,1,4,0,0,2,6.0
2,307,0,7,1,2,2,2,41326,0,5,3,1,1,0,0,2,2.0
1,152,0,3,1,2,1,2,41326,0,1,30,1,1,50,0,3,3.0
2,265,0,5,2,2,1,3,41401,7,2,4,1,2,0,0,1,11.0
2,254,0,2,2,2,2,3,41330,6,1,6,1,1,0,0,2,1.0
1,266,0,7,2,1,1,1,41326,0,3,36,1,2,250,0,1,5.0
1,266,0,6,2,2,1,2,41401,7,1,2,1,2,0,0,1,2.0
1,266,266,0,2,2,1,1,41327,0,3,4,1,2,0,0,1,4.0
1,307,307,7,1,2,2,3,41401,0,1,2,1,2,0,0,2,3.0
1,307,307,6,1,2,2,2,41326,7,2,1,1,2,15,1,1,29.0
1,307,0,0,1,1,1,2,41326,0,2,6,1,2,0,0,1,3.0
1,20,213,2,1,1,1,1,41336,7,1,12,1,2,0,0,1,2.0
2,307,0,0,1,2,2,3,41326,0,7,1,1,3,0,0,2,4.0
1,266,0,3,2,2,2,2,41401,7,1,3,1,2,50,0,1,4.0
2,265,0,0,2,2,2,1,41326,0,7,3,1,1,0,0,1,5.0
3,20,179,7,1,1,1,1,41326,0,1,6,1,2,200,0,3,3.0
1,266,265,6,2,2,2,1,41326,0,1,2,1,2,0,0,3,8.0
1,266,0,6,2,2,2,1,41326,0,1,2,1,2,0,0,2,4.0
1,266,0,7,2,1,1,1,41326,0,1,10,1,2,0,0,1,3.0
1,266,299,2,2,1,2,2,41326,0,1,24,1,2,0,0,1,4.0
2,307,0,5,1,2,1,3,41326,0,2,2,1,2,0,3,1,16.0
2,307,0,0,1,2,1,2,41326,0,2,3,1,2,200,1,1,3.0
1,307,0,0,1,3,3,1,41326,0,6,6,1,2,0,0,3,0.0
3,304,0,7,2,2,1,1,41326,0,2,12,1,3,200,0,1,4.0
1,266,266,0,2,1,1,2,41327,0,2,48,1,2,0,0,1,2.0
1,266,266,3,2,2,2,1,41401,4,2,3,1,2,0,0,1,0.0
2,103,103,4,1,1,1,1,41401,7,1,7,1,2,0,0,1,5.0
1,307,307,2,1,2,1,3,41326,7,1,3,1,2,0,0,1,5.0
2,189,0,0,1,1,1,1,41330,0,1,60,1,3,0,0,1,5.0
1,266,299,0,2,2,2,1,41401,0,2,2,1,1,0,0,2,3.0
2,265,0,7,2,1,3,1,41326,0,1,5,1,2,0,0,3,5.0
1,307,307,0,1,1,1,2,41326,0,2,39,1,2,0,0,1,3.0
2,285,0,4,2,2,3,2,41401,7,3,24,1,2,0,0,3,1.0
1,239,307,2,1,2,3,2,41326,0,1,2,1,2,0,0,3,3.0
1,266,0,4,2,1,2,2,41326,7,3,72,1,1,0,0,2,2.0
1,251,0,0,2,3,3,2,41326,0,6,12,1,2,0,0,3,3.0
1,307,307,2,1,2,2,2,41401,0,1,25,1,2,0,0,2,1.0
1,307,0,0,1,3,1,1,41401,0,2,3,1,2,0,0,1,7.0
1,266,266,5,2,2,2,3,41401,6,1,2,1,1,0,0,2,5.0
2,284,292,6,2,2,2,3,41326,7,1,24,1,1,0,0,1,3.0
1,307,307,2,1,3,3,2,41326,0,1,6,1,2,0,0,3,0.0
2,218,307,5,1,2,1,2,41326,0,1,1,1,2,200,0,1,8.0
1,141,0,3,1,2,1,1,41326,0,2,36,1,3,0,0,1,3.0
1,307,307,7,1,2,2,2,41332,0,2,24,1,2,0,0,2,3.0
1,266,0,0,2,2,1,2,41326,0,6,4,1,2,0,0,1,5.0
2,265,0,0,2,3,3,2,41326,0,7,12,1,2,0,0,3,4.0
3,264,285,0,2,3,1,2,41326,0,2,5,1,2,100,0,1,3.0
2,265,0,0,2,2,1,2,41326,0,7,4,1,2,0,0,1,12.0
1,307,307,0,1,2,2,2,41326,0,1,2,1,2,0,0,1,3.0
1,307,0,2,1,2,2,2,41401,0,1,3,1,2,0,0,2,3.0
1,265,0,6,2,2,2,3,41401,7,1,1,1,1,0,0,2,14.0
2,265,0,2,2,3,2,1,41326,7,1,3,1,2,0,0,1,6.0
2,109,0,0,1,2,1,1,41326,0,5,60,1,2,0,0,1,2.0
1,307,0,4,1,2,2,2,41326,7,2,1,1,2,0,0,1,6.0
1,266,265,4,2,2,2,3,41327,7,2,8,1,2,0,0,1,2.0
2,265,0,6,2,3,2,3,41326,7,1,2,1,1,0,0,2,1.0
1,70,18,7,1,1,1,1,41401,0,5,5,1,2,0,0,1,6.0
2,265,0,0,2,3,3,1,41326,0,1,12,1,1,0,0,3,1.0
1,285,265,6,2,2,2,3,41401,7,1,1,1,2,0,0,2,6.0
1,307,0,2,1,2,2,2,41325,0,1,1,1,2,0,0,1,2.0
1,307,0,0,1,1,1,2,41401,0,2,12,1,2,0,0,1,7.0
1,307,0,2,1,1,3,2,41326,0,1,13,1,2,0,0,3,5.0
2,265,0,7,2,2,2,2,41335,0,1,4,1,2,0,0,1,10.0
3,17,307,7,1,2,1,2,41326,0,2,4,1,3,0,0,1,3.0
2,265,0,7,2,2,2,1,41326,0,1,1,1,2,0,0,2,1.0
1,266,0,2,2,2,2,1,41345,4,1,36,2,1,0,0,2,5.0
1,266,0,7,2,2,2,2,41326,0,1,18,2,2,0,0,2,5.0
1,307,0,0,1,1,1,1,41326,0,1,60,1,2,0,0,1,3.0
1,128,0,2,1,1,1,1,41401,7,1,8,1,1,0,0,1,6.0
2,266,0,6,2,2,2,3,41326,7,1,1,1,2,0,0,2,5.0
1,299,0,5,2,2,2,1,41326,0,3,6,1,2,50,0,2,3.0
2,265,266,0,2,2,2,2,41326,0,3,0,1,1,0,0,2,3.0
1,266,0,6,2,3,3,1,41401,7,2,3,1,2,0,0,3,0.0
1,307,0,5,1,2,2,1,41326,7,2,2,1,2,150,0,2,6.0
1,218,307,7,1,2,1,2,41326,0,2,1,1,2,0,0,1,7.0
2,109,0,4,1,2,1,1,41327,0,3,49,1,3,0,0,1,2.0
2,307,0,2,1,1,1,2,41326,0,1,10,1,2,0,0,1,3.0
1,205,0,5,1,2,1,1,41326,7,2,72,3,1,0,0,1,0.0
1,307,0,0,1,3,3,3,41401,0,3,2,2,2,0,0,3,1.0
3,109,0,0,1,2,3,1,41401,0,3,36,1,2,0,0,3,3.0
1,307,0,2,1,2,2,2,41324,7,1,3,1,2,0,0,2,3.0
2,265,266,4,2,2,2,2,41326,7,2,1,1,1,50,0,1,7.0
2,307,0,7,1,2,3,2,41326,0,2,3,1,2,0,0,3,7.0
1,307,0,0,1,2,2,2,41326,0,5,1,1,1,0,0,2,4.0
2,237,218,0,1,1,1,1,41326,0,5,7,1,2,250,0,1,3.0
3,15,307,2,1,1,1,1,41330,0,1,4,1,2,0,0,1,3.0
2,307,0,0,1,2,2,1,41401,0,7,3,1,2,50,0,2,4.0
1,266,0,7,2,2,2,1,41326,0,6,2,1,2,0,0,2,5.0
2,306,0,7,2,2,2,1,41326,0,1,2,1,1,0,0,2,5.0
1,266,0,4,2,2,1,2,41326,6,1,4,1,2,0,2,1,9.0
2,265,0,3,2,1,1,2,41326,0,2,12,2,1,0,0,1,1.0
1,307,307,0,1,2,1,2,41326,0,2,11,1,2,0,1,1,8.0
1,249,0,0,2,2,3,1,41345,0,4,4,1,2,0,0,1,2.0
2,307,0,7,1,2,2,2,41326,0,2,8,1,2,0,0,2,2.0
1,307,307,7,1,3,1,2,41326,0,2,2,1,2,100,0,1,2.0
3,264,0,7,2,3,2,2,41326,0,4,3,1,3,0,0,1,1.0
2,307,307,0,1,2,2,1,41326,0,2,2,1,2,0,0,1,4.0
1,266,0,0,2,1,1,2,41326,0,1,11,1,2,0,0,1,3.0
2,195,307,0,1,2,1,1,41326,0,1,24,1,2,0,0,1,2.0
1,307,0,7,1,1,1,2,41326,0,2,24,1,2,0,0,1,1.0
1,266,0,5,2,1,2,2,41401,0,2,12,1,1,0,0,1,2.0
1,307,0,4,1,2,3,1,41401,5,3,24,1,1,0,0,3,5.0
1,266,0,5,2,2,1,2,41326,7,3,1,1,2,100,0,1,8.0
1,266,265,6,2,2,1,3,41401,7,1,15,1,2,0,0,1,2.0
2,307,0,2,1,2,2,2,41326,0,1,2,1,2,0,0,2,9.0
1,266,0,5,2,2,2,1,41326,6,1,3,1,3,0,0,2,7.0
1,307,307,7,1,1,1,2,41326,0,2,12,1,2,0,0,1,1.0
1,307,0,2,1,2,1,2,41330,7,1,3,1,2,0,0,1,4.0
1,266,0,2,2,2,2,3,41401,7,1,2,1,2,0,0,2,5.0
1,266,254,4,2,2,2,2,41326,7,1,2,1,1,0,0,2,5.0
2,266,0,6,2,1,2,2,41401,7,1,36,1,2,0,0,2,4.0
1,266,0,6,2,2,1,1,41326,7,1,2,1,2,100,0,1,30.0
1,266,0,0,2,2,2,1,41401,0,7,3,1,1,0,0,1,3.0
2,265,266,4,2,3,3,1,41401,0,3,5,2,2,0,0,3,2.0
1,266,0,3,2,2,1,2,41326,0,2,3,1,1,0,0,1,3.0
1,307,0,5,1,2,2,2,41326,7,2,1,1,2,0,0,1,11.0
1,266,0,0,2,2,2,2,41401,0,1,6,1,2,0,1,2,1.0
1,195,179,0,1,2,1,2,41326,0,7,4,1,1,400,0,1,5.0
2,307,0,0,1,1,1,2,41326,0,5,24,1,2,100,0,1,1.0
2,307,0,7,1,1,1,2,41326,0,2,51,1,2,80,0,1,5.0
1,266,0,0,2,1,1,1,41326,0,3,4,1,2,100,0,1,2.0
1,266,0,2,2,2,2,3,41326,7,1,2,1,2,0,0,2,5.0
2,179,0,6,1,2,3,2,41326,0,1,36,1,1,0,0,1,2.0
2,307,307,2,1,2,2,2,41326,0,1,2,1,2,0,0,1,4.0
2,265,0,0,2,2,2,1,41326,0,1,3,1,2,0,0,1,5.0
1,307,0,2,1,2,2,3,41326,7,1,1,1,2,0,0,1,8.0
2,307,0,0,1,2,1,2,41330,0,2,2,1,2,0,0,1,1.0
2,213,307,5,1,2,2,2,41326,0,3,2,1,2,0,0,2,7.0
2,307,0,0,1,2,2,2,41326,0,5,1,1,2,0,0,2,5.0
1,307,0,7,1,2,2,2,41326,0,2,3,1,2,0,0,2,13.0
1,179,0,5,1,2,1,1,41326,0,2,60,1,1,300,0,2,1.0
1,307,0,2,1,2,2,2,41326,7,1,2,1,2,0,0,2,4.0
1,243,243,5,2,2,2,3,41401,7,4,1,1,1,0,0,1,13.0
2,307,0,0,1,2,2,2,41326,0,5,1,1,1,0,0,2,5.0
2,265,0,4,2,3,2,3,41326,6,1,2,1,2,0,0,1,5.0
2,307,0,2,1,2,1,2,41326,0,1,3,1,2,0,0,1,2.0
1,307,0,0,1,2,2,3,41326,0,2,3,1,1,0,0,2,2.0
1,266,292,7,2,2,2,2,41401,0,2,18,1,3,0,0,1,4.0
2,307,307,7,1,2,2,2,41326,0,2,27,1,2,0,0,2,3.0
2,307,0,2,1,2,1,2,41401,0,1,2,1,2,0,0,1,14.0
1,283,0,0,2,1,1,2,41327,0,1,7,1,2,0,0,1,1.0
1,307,0,7,1,2,3,2,41326,0,1,3,1,2,0,0,3,9.0
1,247,266,7,2,2,1,1,41326,0,1,5,1,3,50,0,1,3.0
2,266,0,3,2,2,2,2,41326,6,1,4,1,2,30,0,1,1.0
1,266,0,0,2,2,1,1,41326,0,5,6,1,2,0,0,1,4.0
1,266,0,2,2,2,2,3,41330,0,1,2,1,2,0,0,2,3.0
3,218,307,0,1,2,2,2,41401,0,1,1,1,2,0,0,1,6.0
2,265,0,3,2,2,2,2,41326,0,1,2,1,2,50,0,2,5.0
1,266,0,7,2,2,1,1,41327,0,1,5,1,2,0,0,1,2.0
1,266,0,0,2,2,1,2,41326,0,1,8,1,2,0,0,1,1.0
2,179,0,0,1,2,1,2,41324,0,2,57,1,2,250,0,1,1.0
1,266,0,4,2,2,1,2,41401,7,1,3,1,1,0,0,1,4.0
2,72,75,2,1,3,3,2,41326,0,1,24,1,1,0,0,3,5.0
2,307,0,2,1,2,2,1,41327,0,1,1,1,2,0,0,2,1.0
1,307,307,2,1,2,1,1,41332,0,1,6,1,3,50,0,1,3.0
2,253,0,0,2,3,3,1,41326,0,6,9,1,2,0,0,1,3.0
2,299,0,4,2,1,2,2,41330,0,1,4,1,1,100,0,1,2.0
1,266,0,7,2,2,2,1,41401,0,3,2,2,2,0,0,1,6.0
1,266,0,5,2,2,2,1,41401,0,3,2,1,2,0,0,1,10.0
1,266,266,7,2,2,1,3,41401,0,1,1,1,2,1,0,1,3.0
3,264,0,4,2,2,2,2,41326,5,1,24,1,2,0,0,2,5.0
1,307,0,7,1,2,1,1,41326,0,2,6,1,2,0,0,1,4.0
1,307,307,2,1,2,2,2,41326,7,1,1,1,2,0,0,2,4.0
1,266,0,2,2,2,2,2,41401,7,1,6,1,2,0,0,1,2.0
2,179,0,7,1,3,3,2,41326,0,1,36,1,1,0,0,3,1.0
1,307,0,5,1,1,2,2,41326,0,2,48,1,2,0,0,2,5.0
1,76,0,7,1,2,2,2,41326,0,1,4,1,2,0,0,2,3.0
